type,latitude,longitude,altitude (m),course,distance (km),distance_interval (m),name,desc
T,51.66544,5.30436,5.8,27.3,32.759,7.52,,
T,51.66561,5.30452,3,30.3,32.781,21.92,,
T,51.66578,5.30469,3,31.8,32.803,22.27,,
T,51.66587,5.30479,3.6,34.6,32.815,12.17,,
T,51.66597,5.3049,5.2,34.3,32.829,13.48,,
T,51.66604,5.30499,7.1,38.6,32.839,9.97,,
T,51.66612,5.30509,8.4,37.8,32.85,11.27,,
T,51.66633,5.30535,10.1,37.5,32.88,29.49,,
T,51.66641,5.30545,10.4,37.8,32.891,11.27,,
T,51.66658,5.30569,9.9,41.2,32.916,25.17,,
T,51.66671,5.30585,10.8,37.4,32.934,18.21,,
T,51.66672,5.30587,10.6,51.1,32.936,1.78,,
T,51.6669,5.30613,10.2,41.9,32.963,26.92,,
T,51.66702,5.30632,9.8,44.5,32.982,18.74,,
T,51.66717,5.30657,9.6,45.9,33.006,24.04,,
T,51.66736,5.30689,9.3,46.2,33.036,30.61,,
T,51.66744,5.30704,9.6,49.3,33.05,13.67,,
T,51.66752,5.30717,10.2,45.2,33.063,12.65,,
T,51.66758,5.30729,9.7,51.1,33.073,10.65,,
T,51.66764,5.30742,9.1,53.3,33.084,11.2,,
T,51.66771,5.30756,9.1,51.1,33.097,12.43,,
T,51.66779,5.30772,10,51.1,33.111,14.2,,
T,51.66784,5.30783,9.6,53.8,33.12,9.43,,
T,51.66794,5.30807,8.7,56.1,33.14,19.99,,
T,51.66802,5.30826,9.3,55.8,33.156,15.88,,
T,51.66811,5.30846,9.6,54,33.173,17.08,,
T,51.66829,5.30895,8.8,59.4,33.213,39.37,,
T,51.66831,5.30899,8.9,51.1,33.216,3.55,,
T,51.66837,5.30915,8.4,58.8,33.229,12.93,,
T,51.66848,5.30949,8.4,62.5,33.256,26.52,,
T,51.66853,5.30963,8.3,60.1,33.267,11.17,,
T,51.66862,5.30992,9,63.4,33.289,22.42,,
T,51.66871,5.31021,8,63.4,33.312,22.42,,
T,51.66872,5.31026,7.9,72.1,33.315,3.63,,
T,51.66875,5.31036,7.4,64.2,33.323,7.68,,
T,51.66881,5.31056,6.9,64.2,33.338,15.36,,
T,51.66887,5.31081,7.7,68.8,33.357,18.54,,
T,51.66889,5.31086,7.9,57.2,33.361,4.11,,
T,51.66892,5.31097,7.5,66.3,33.369,8.31,,
T,51.66901,5.31133,6.2,68,33.396,26.84,,
T,51.66906,5.31155,6,69.9,33.413,16.21,,
T,51.66916,5.31195,6.9,68,33.442,29.83,,
T,51.66922,5.31225,5.9,72.1,33.464,21.8,,
T,51.66924,5.31234,5.7,70.3,33.471,6.61,,
T,51.66931,5.31268,5.2,71.6,33.496,24.78,,
T,51.6694,5.31312,4.7,71.7,33.528,32.05,,
T,51.66945,5.31335,5,70.7,33.544,16.86,,
T,51.6695,5.31362,5,73.4,33.564,19.49,,
T,51.6695,5.31363,4.9,90,33.565,0.69,,
T,51.66956,5.31392,4.4,71.6,33.586,21.14,,
T,51.66962,5.31426,4.4,74.1,33.61,24.45,,
T,51.66966,5.31446,4.7,72.1,33.625,14.53,,
T,51.66974,5.31491,4,74,33.657,32.38,,
T,51.66987,5.31562,4,73.6,33.708,51.2,,
T,51.66996,5.31613,4.1,74.1,33.745,36.68,,
T,51.67004,5.31655,4,72.9,33.775,30.39,,
T,51.67007,5.31672,4,74.1,33.788,12.23,,
T,51.67008,5.31678,4,75,33.792,4.3,,
T,51.67009,5.31683,4,72.1,33.796,3.63,,
T,51.6701,5.31688,4,72.1,33.799,3.63,,
T,51.6701,5.31694,4,90,33.803,4.15,,
T,51.6701,5.31703,4.2,90,33.81,6.23,,
T,51.67027,5.31784,4,71.3,33.869,59.14,,
T,51.67035,5.31824,4,72.1,33.898,29.07,,
T,51.67041,5.3185,4.3,69.6,33.917,19.19,,
T,51.67057,5.31917,4,68.9,33.967,49.65,,
T,51.67072,5.31971,4.8,65.9,34.008,40.92,,
T,51.67081,5.32003,4.1,65.6,34.032,24.3,,
T,51.67085,5.32017,4,65.3,34.042,10.66,,
T,51.67088,5.32029,4,68,34.051,8.95,,
T,51.67092,5.32042,4.4,63.6,34.061,10.03,,
T,51.67101,5.32071,4.6,63.4,34.084,22.42,,
T,51.67108,5.32094,4.1,63.9,34.102,17.72,,
T,51.67117,5.32122,4.3,62.6,34.123,21.81,,
T,51.67124,5.32141,4.6,59.3,34.139,15.28,,
T,51.67127,5.32152,4.6,66.3,34.147,8.31,,
T,51.6713,5.32161,4.6,61.7,34.154,7.06,,
T,51.67136,5.32177,4.1,58.8,34.167,12.93,,
T,51.67148,5.32211,4.4,60.4,34.194,27.05,,
T,51.67168,5.32265,4,59.2,34.238,43.48,,
T,51.67177,5.32288,4.5,57.7,34.256,18.8,,
T,51.67184,5.32305,4.7,56.4,34.27,14.11,,
T,51.67205,5.32362,4,59.3,34.316,45.83,,
T,51.6721,5.32373,4.2,53.8,34.326,9.43,,
T,51.67212,5.3238,4.2,65.3,34.331,5.33,,
T,51.67221,5.32401,3.6,55.4,34.349,17.64,,
T,51.67245,5.32466,4.2,59.2,34.401,52.3,,
T,51.67257,5.32496,4,57.2,34.426,24.68,,
T,51.67261,5.32509,4.2,63.6,34.436,10.03,,
T,51.67264,5.32513,4.2,39.6,34.44,4.34,,
T,51.67275,5.32529,4.1,42.1,34.456,16.5,,
T,51.67278,5.32535,4,51.1,34.462,5.33,,
T,51.67284,5.32552,4,60.4,34.475,13.52,,
T,51.67294,5.32578,4.3,58.2,34.496,21.15,,
T,51.67299,5.32591,4.2,58.2,34.507,10.57,,
T,51.6731,5.32618,3.9,56.7,34.529,22.33,,
T,51.67316,5.32635,3.9,60.4,34.543,13.52,,
T,51.67321,5.32647,4.1,56.1,34.553,9.99,,
T,51.67327,5.32663,4.2,58.8,34.566,12.93,,
T,51.67344,5.32708,3.5,58.7,34.602,36.43,,
T,51.6735,5.32722,4,55.4,34.614,11.76,,
T,51.67355,5.32737,4.2,61.7,34.626,11.77,,
T,51.67367,5.32766,3.5,56.3,34.65,24.1,,
T,51.67378,5.32796,4.1,59.4,34.674,24.09,,
T,51.67383,5.3281,4.4,60.1,34.685,11.17,,
T,51.67388,5.32821,4.1,53.8,34.695,9.43,,
T,51.67392,5.32833,4.1,61.7,34.704,9.42,,
T,51.67404,5.32866,3.9,59.6,34.73,26.45,,
T,51.67425,5.32925,4,60.1,34.777,47.03,,
T,51.67437,5.3296,4.4,61.1,34.805,27.65,,
T,51.67443,5.32978,4.8,61.7,34.819,14.13,,
T,51.6745,5.33001,4.2,63.9,34.837,17.71,,
T,51.67455,5.33016,4.4,61.7,34.849,11.77,,
T,51.67456,5.3302,4.4,68,34.852,2.98,,
T,51.6746,5.33032,4.6,61.7,34.861,9.42,,
T,51.67462,5.33037,4.6,57.2,34.865,4.11,,
T,51.67465,5.33048,4.7,66.3,34.874,8.31,,
T,51.67471,5.33068,5,64.2,34.889,15.36,,
T,51.67481,5.331,5.3,63.3,34.914,24.77,,
T,51.67492,5.3314,5.4,66.1,34.944,30.26,,
T,51.67497,5.33159,5.7,67,34.958,14.27,,
T,51.67501,5.33173,6,65.3,34.969,10.66,,
T,51.67503,5.33179,6,61.7,34.974,4.71,,
T,51.67505,5.33189,6,72.1,34.981,7.27,,
T,51.6751,5.33209,5.7,68,34.996,14.91,,
T,51.67511,5.33213,5.6,68,34.999,2.98,,
T,51.67514,5.33226,5.5,69.6,35.008,9.59,,
T,51.67516,5.33235,5.6,70.3,35.015,6.61,,
T,51.67518,5.3324,5.6,57.2,35.019,4.11,,
T,51.67524,5.33266,5.9,69.6,35.038,19.18,,
T,51.67528,5.33284,6,70.3,35.051,13.22,,
T,51.67531,5.333,6,73.2,35.063,11.56,,
T,51.67535,5.33317,6,69.2,35.076,12.57,,
T,51.67539,5.33336,5.9,71.2,35.089,13.88,,
T,51.67541,5.33349,5.7,76.1,35.099,9.26,,
T,51.67542,5.33354,5.6,72.1,35.102,3.63,,
T,51.67545,5.33366,5.6,68,35.111,8.95,,
T,51.67545,5.3337,5.5,90,35.114,2.77,,
T,51.67548,5.33384,5.5,70.9,35.124,10.24,,
T,51.67554,5.33418,5.8,74.1,35.149,24.45,,
T,51.6756,5.33451,6,73.7,35.173,23.78,,
T,51.67562,5.33459,6,68,35.179,5.96,,
T,51.67564,5.33471,6,75,35.187,8.59,,
T,51.67567,5.33492,5.6,77,35.202,14.9,,
T,51.67571,5.33521,5.6,77.5,35.223,20.55,,
T,51.67573,5.33536,5.5,77.9,35.233,10.61,,
T,51.67576,5.33553,5.5,74.1,35.245,12.22,,
T,51.67578,5.3357,5.5,79.3,35.257,11.97,,
T,51.67578,5.33574,5.5,90,35.26,2.77,,
T,51.6758,5.33586,5.6,75,35.269,8.59,,
T,51.67581,5.33593,5.7,77,35.274,4.97,,
T,51.67582,5.33603,5.9,80.8,35.281,7.01,,
T,51.67583,5.33608,6,72.1,35.284,3.63,,
T,51.67585,5.33625,6,79.3,35.296,11.97,,
T,51.67586,5.33641,6,84.2,35.307,11.12,,
T,51.6759,5.33671,6,77.9,35.329,21.22,,
T,51.67592,5.3369,6,80.4,35.342,13.33,,
T,51.67594,5.33706,5.8,78.6,35.353,11.29,,
T,51.67596,5.33723,5.5,79.3,35.365,11.97,,
T,51.676,5.33759,4.9,79.8,35.391,25.3,,
T,51.67602,5.33772,4.7,76.1,35.4,9.26,,
T,51.67604,5.33789,4.7,79.3,35.412,11.97,,
T,51.67604,5.33794,4.7,90,35.415,3.46,,
T,51.67606,5.33806,4.8,75,35.424,8.59,,
T,51.67608,5.33822,4.8,78.6,35.435,11.29,,
T,51.67609,5.33828,4.9,75,35.439,4.3,,
T,51.67611,5.33839,5.2,73.7,35.447,7.93,,
T,51.67612,5.33844,5.4,72.1,35.451,3.63,,
T,51.67613,5.33855,5.7,81.7,35.459,7.69,,
T,51.67614,5.33861,5.9,75,35.463,4.3,,
T,51.67616,5.33872,5.8,73.7,35.471,7.93,,
T,51.67616,5.33875,5.8,90,35.473,2.08,,
T,51.67619,5.33889,5.7,70.9,35.483,10.24,,
T,51.6762,5.33896,5.7,77,35.488,4.97,,
T,51.67626,5.3393,5.2,74.1,35.513,24.45,,
T,51.6763,5.33947,5,69.2,35.525,12.57,,
T,51.67635,5.3397,4.9,70.7,35.542,16.85,,
T,51.67646,5.3401,5.3,66.1,35.572,30.25,,
T,51.67661,5.34064,4.9,65.9,35.613,40.91,,
T,51.67666,5.3408,5,63.3,35.626,12.39,,
T,51.67671,5.34097,5.3,64.6,35.639,13.01,,
T,51.67675,5.3411,5.7,63.6,35.649,10.03,,
T,51.67679,5.34122,5.3,61.7,35.658,9.42,,
T,51.67692,5.34159,4.9,60.5,35.687,29.4,,
T,51.67701,5.34184,5.4,59.9,35.707,19.98,,
T,51.6771,5.34209,5.2,59.9,35.727,19.98,,
T,51.67713,5.34217,5.1,58.8,35.734,6.46,,
T,51.67715,5.34224,5,65.3,35.739,5.33,,
T,51.67725,5.34246,5,53.8,35.758,18.85,,
T,51.67737,5.34275,5.4,56.3,35.782,24.1,,
T,51.67746,5.34292,5.4,49.5,35.798,15.44,,
T,51.67751,5.34304,5.9,56.1,35.808,9.99,,
T,51.67757,5.34315,5.8,48.7,35.818,10.12,,
T,51.67759,5.3432,5.8,57.2,35.822,4.11,,
T,51.67764,5.34329,5.9,48.1,35.83,8.35,,
T,51.67771,5.34342,5.8,49,35.842,11.9,,
T,51.67773,5.34346,5.8,51.1,35.846,3.55,,
T,51.67788,5.34374,6,49.2,35.871,25.57,,
T,51.678,5.34395,6,47.3,35.891,19.73,,
T,51.67816,5.3442,6.9,44.1,35.916,24.82,,
T,51.67828,5.34438,6.9,42.9,35.934,18.26,,
T,51.67828,5.34439,6.8,90,35.935,0.69,,
T,51.67838,5.34452,7.2,38.9,35.949,14.31,,
T,51.67842,5.34458,7.3,42.9,35.955,6.09,,
T,51.67851,5.34471,7.3,41.8,35.969,13.46,,
T,51.67863,5.34487,7.5,39.6,35.986,17.34,,
T,51.67882,5.34512,8.1,39.2,36.013,27.31,,
T,51.67897,5.34528,9,33.5,36.033,20.03,,
T,51.67911,5.34544,8.8,35.3,36.052,19.11,,
T,51.67923,5.34558,9,35.9,36.069,16.49,,
T,51.6794,5.34575,9.5,31.8,36.091,22.27,,
T,51.67949,5.34583,10,28.9,36.103,11.44,,
T,51.67967,5.34599,9.9,28.9,36.125,22.88,,
T,51.67974,5.34606,10,31.8,36.135,9.17,,
T,51.67977,5.34608,10,22.5,36.138,3.61,,
T,51.67982,5.34613,10,31.8,36.145,6.55,,
T,51.67985,5.34615,10,22.5,36.148,3.61,,
T,51.67992,5.34621,10.2,28,36.157,8.82,,
T,51.67994,5.34623,10.2,31.8,36.16,2.62,,
T,51.68002,5.34629,10.6,24.9,36.17,9.82,,
T,51.68012,5.34637,10.9,26.4,36.182,12.43,,
T,51.68018,5.34641,10.9,22.5,36.189,7.23,,
T,51.68025,5.34647,10.9,28,36.198,8.82,,
T,51.68031,5.34651,11,22.5,36.205,7.23,,
T,51.6804,5.34657,11,22.5,36.216,10.84,,
T,51.68044,5.3466,11,24.9,36.221,4.91,,
T,51.6805,5.34663,11,17.2,36.228,6.99,,
T,51.68062,5.34671,11,22.5,36.243,14.45,,
T,51.6807,5.34676,11.2,21.2,36.252,9.55,,
T,51.68079,5.34682,11.5,22.5,36.263,10.84,,
T,51.6809,5.34688,11.6,18.7,36.276,12.92,,
T,51.68098,5.34692,11.4,17.2,36.285,9.32,,
T,51.68108,5.34697,11.2,17.2,36.297,11.65,,
T,51.6812,5.34703,11.3,17.2,36.311,13.98,,
T,51.68125,5.34705,11.4,13.9,36.317,5.73,,
T,51.68135,5.3471,11.6,17.2,36.328,11.65,,
T,51.68141,5.34712,11.6,11.7,36.335,6.82,,
T,51.68151,5.34716,11.4,13.9,36.346,11.46,,
T,51.6816,5.3472,11.2,15.4,36.357,10.39,,
T,51.68172,5.34724,11,11.7,36.371,13.63,,
T,51.68176,5.34725,11,8.8,36.375,4.5,,
T,51.68182,5.34728,11,17.2,36.382,6.99,,
T,51.68187,5.34729,11,7.1,36.388,5.61,,
T,51.68202,5.34734,11.2,11.7,36.405,17.04,,
T,51.68214,5.34737,11.3,8.8,36.418,13.51,,
T,51.68226,5.3474,11.4,8.8,36.432,13.51,,
T,51.68247,5.34746,11.8,10,36.455,23.73,,
T,51.68257,5.34748,11.9,7.1,36.467,11.21,,
T,51.68268,5.34751,12,9.6,36.479,12.41,,
T,51.6828,5.34755,12,11.7,36.493,13.63,,
T,51.68287,5.34756,12,5.1,36.5,7.82,,
T,51.68289,5.34757,12,17.2,36.503,2.33,,
T,51.68326,5.34768,11.5,10.4,36.545,41.86,,
T,51.6837,5.34781,6.4,10.4,36.594,49.77,,
T,51.68391,5.34788,6.9,11.7,36.618,23.86,,
T,51.68401,5.34791,6.6,10.5,36.63,11.32,,
T,51.68436,5.34802,9.2,11,36.669,39.68,,
T,51.68445,5.34805,10.9,11.7,36.68,10.23,,
T,51.68473,5.34813,11,10,36.711,31.64,,
T,51.68485,5.34817,11,11.7,36.725,13.63,,
T,51.68513,5.34826,11,11.3,36.757,31.77,,
T,51.68526,5.3483,11,10.8,36.771,14.73,,
T,51.68531,5.34832,11,13.9,36.777,5.73,,
T,51.68548,5.34838,10.9,12.3,36.796,19.36,,
T,51.68558,5.3484,10.8,7.1,36.808,11.21,,
T,51.68618,5.3486,10,11.7,36.876,68.17,,
T,51.68637,5.34866,9.8,11.1,36.897,21.54,,
T,51.68641,5.34867,9.7,8.8,36.902,4.5,,
T,51.68667,5.34876,9,12.1,36.931,29.59,,
T,51.68705,5.34888,8,11.1,36.975,43.09,,
T,51.68717,5.34892,7.9,11.7,36.988,13.63,,
T,51.68742,5.34899,7.6,9.8,37.016,28.23,,
T,51.6878,5.34911,7,11.1,37.059,43.09,,
T,51.68818,5.34923,6.8,11.1,37.103,43.09,,
T,51.6884,5.3493,6.6,11.2,37.127,24.95,,
T,51.68855,5.34935,6.9,11.7,37.145,17.04,,
T,51.68875,5.34941,6.9,10.5,37.167,22.64,,
T,51.68895,5.34947,6.7,10.5,37.19,22.64,,
T,51.68926,5.34957,6,11.3,37.225,35.18,,
T,51.68957,5.34967,6,11.3,37.26,35.18,,
T,51.68979,5.34974,6,11.2,37.285,24.95,,
T,51.69054,5.34998,6,11.2,37.37,85.08,,
T,51.69064,5.35001,6,10.5,37.382,11.32,,
T,51.69075,5.35004,6,9.6,37.394,12.41,,
T,51.69086,5.35008,6,12.7,37.406,12.55,,
T,51.69107,5.35015,6,11.7,37.43,23.86,,
T,51.69117,5.35018,6,10.5,37.442,11.32,,
T,51.69128,5.35021,6,9.6,37.454,12.41,,
T,51.69139,5.35025,6,12.7,37.467,12.55,,
T,51.69149,5.35028,6,10.5,37.478,11.32,,
T,51.6916,5.35032,6,12.7,37.49,12.55,,
T,51.69173,5.35036,6,10.8,37.505,14.73,,
T,51.69193,5.35043,6,12.2,37.528,22.77,,
T,51.69244,5.35062,6,13,37.586,58.24,,
T,51.69267,5.35071,6.3,13.6,37.613,26.34,,
T,51.69274,5.35073,6.5,10,37.62,7.91,,
T,51.69326,5.35094,6,14.1,37.68,59.65,,
T,51.69346,5.35103,4.2,15.6,37.703,23.11,,
T,51.69362,5.3511,3.1,15.2,37.722,18.45,,
T,51.69379,5.35116,5.6,12.3,37.741,19.36,,
T,51.69398,5.35124,7,14.6,37.763,21.85,,
T,51.69408,5.35129,7,17.2,37.775,11.65,,
T,51.69421,5.35134,7,13.4,37.789,14.87,,
T,51.69473,5.35151,7,11.5,37.848,59.04,,
T,51.69488,5.35157,7,13.9,37.866,17.2,,
T,51.69498,5.35161,7,13.9,37.877,11.46,,
T,51.69505,5.35163,7.2,10,37.885,7.91,,
T,51.6951,5.35165,7.3,13.9,37.891,5.73,,
T,51.69522,5.35168,7.8,8.8,37.904,13.51,,
T,51.69533,5.35171,7.8,9.6,37.917,12.41,,
T,51.69608,5.35188,8,8,38.001,84.27,,
T,51.69625,5.35191,8.5,6.2,38.02,19.03,,
T,51.69652,5.35195,9,5.2,38.05,30.17,,
T,51.69661,5.35196,9,3.9,38.06,10.04,,
T,51.69683,5.35198,9.1,3.2,38.085,24.52,,
T,51.6972,5.35202,9.3,3.8,38.126,41.26,,
T,51.69731,5.35203,9.5,3.2,38.138,12.26,,
T,51.69744,5.35204,9.9,2.7,38.153,14.48,,
T,51.69762,5.35205,10,2,38.173,20.04,,
T,51.69763,5.35205,10,0,38.174,1.11,,
T,51.69781,5.35203,10,356.1,38.194,20.07,,
T,51.69794,5.35202,10,357.3,38.208,14.48,,
T,51.69803,5.35201,10,356.1,38.218,10.04,,
T,51.69825,5.35199,10,356.8,38.243,24.52,,
T,51.69847,5.35197,10,356.8,38.267,24.52,,
T,51.69868,5.35195,10,356.6,38.291,23.41,,
T,51.6989,5.35191,10,353.6,38.316,24.63,,
T,51.69908,5.35188,10,354.1,38.336,20.13,,
T,51.69923,5.35185,10,352.9,38.352,16.82,,
T,51.69933,5.35183,10,352.9,38.364,11.21,,
T,51.69944,5.35181,10,353.6,38.376,12.32,,
T,51.69954,5.35178,10,349.5,38.387,11.32,,
T,51.69965,5.35176,10,353.6,38.4,12.32,,
T,51.69965,5.35175,10,270,38.4,0.69,,
T,51.69986,5.3517,10.1,351.6,38.424,23.62,,
T,51.70017,5.35161,10.5,349.8,38.459,35.05,,
T,51.70038,5.35154,10.7,348.3,38.483,23.86,,
T,51.70054,5.35149,11,349,38.501,18.13,,
T,51.70069,5.35144,11,348.3,38.518,17.04,,
T,51.70071,5.35143,11,342.8,38.52,2.33,,
T,51.70124,5.35124,11,347.5,38.581,60.41,,
T,51.70157,5.35112,8.4,347.3,38.618,37.64,,
T,51.70172,5.35106,6.5,346.1,38.636,17.2,,
T,51.70174,5.35105,6.3,342.8,38.638,2.33,,
T,51.70183,5.35102,5.7,348.3,38.648,10.23,,
T,51.70186,5.351,5.5,337.6,38.652,3.61,,
T,51.70192,5.35098,5.1,348.3,38.659,6.82,,
T,51.70195,5.35096,5.1,337.6,38.662,3.61,,
T,51.70209,5.35091,8.1,347.5,38.678,15.96,,
T,51.70219,5.35087,10.3,346.1,38.69,11.46,,
T,51.70229,5.35083,11,346.1,38.701,11.46,,
T,51.70239,5.35078,11,342.8,38.713,11.65,,
T,51.70244,5.35076,11,346.1,38.718,5.73,,
T,51.70249,5.35074,11,346.1,38.724,5.73,,
T,51.70259,5.3507,10.8,346.1,38.736,11.46,,
T,51.70272,5.35064,10.8,344,38.751,15.05,,
T,51.70279,5.35061,10.8,345.1,38.759,8.06,,
T,51.70281,5.3506,10.7,342.8,38.761,2.33,,
T,51.70288,5.35057,10.6,345.1,38.769,8.06,,
T,51.70291,5.35055,10.5,337.6,38.773,3.61,,
T,51.70302,5.3505,10.1,344.3,38.786,12.72,,
T,51.7031,5.35046,10,342.8,38.795,9.32,,
T,51.70313,5.35044,10,337.6,38.798,3.61,,
T,51.70318,5.35042,10,346.1,38.804,5.73,,
T,51.70333,5.35034,10,341.7,38.822,17.58,,
T,51.7035,5.35026,9.4,343.7,38.841,19.71,,
T,51.70361,5.3502,9,341.3,38.854,12.92,,
T,51.70363,5.35019,9,342.8,38.857,2.33,,
T,51.70374,5.35012,9,338.5,38.87,13.16,,
T,51.70384,5.35006,9,339.6,38.882,11.87,,
T,51.70394,5.35,8.8,339.6,38.894,11.87,,
T,51.70408,5.34992,8.3,340.5,38.91,16.53,,
T,51.70414,5.34988,8.1,337.6,38.917,7.23,,
T,51.70426,5.34981,7.7,340.1,38.932,14.2,,
T,51.70431,5.34979,7.5,346.1,38.937,5.73,,
T,51.70438,5.34975,7.2,340.5,38.946,8.26,,
T,51.70452,5.34966,6.7,338.3,38.962,16.77,,
T,51.70464,5.34958,6.3,337.6,38.977,14.45,,
T,51.70475,5.34951,6,338.5,38.99,13.16,,
T,51.70485,5.34944,6,336.5,39.002,12.13,,
T,51.70504,5.3493,5.3,335.5,39.025,23.25,,
T,51.70514,5.34924,5,339.6,39.037,11.87,,
T,51.70521,5.34918,5,332,39.046,8.82,,
T,51.70525,5.34916,5,342.8,39.051,4.66,,
T,51.7053,5.34912,4.8,333.6,39.057,6.21,,
T,51.70533,5.34909,4.6,328.2,39.061,3.93,,
T,51.70544,5.34902,4.2,338.5,39.074,13.16,,
T,51.70564,5.34887,4,335.1,39.099,24.55,,
T,51.70583,5.34872,3.4,333.9,39.122,23.55,,
T,51.70585,5.3487,3.3,328.2,39.125,2.62,,
T,51.70602,5.34856,3.5,333,39.146,21.25,,
T,51.70629,5.34834,3.7,333.2,39.18,33.67,,
T,51.70638,5.34826,3.7,331.2,39.191,11.44,,
T,51.70647,5.34818,3.6,331.2,39.203,11.44,,
T,51.70657,5.3481,3.7,333.6,39.215,12.42,,
T,51.70666,5.34801,3.8,328.2,39.227,11.79,,
T,51.70676,5.34792,3.3,330.9,39.239,12.75,,
T,51.70685,5.34784,3.1,331.2,39.251,11.44,,
T,51.70689,5.3478,3,328.2,39.256,5.24,,
T,51.70694,5.34775,3,328.2,39.263,6.55,,
T,51.70703,5.34767,3,331.2,39.274,11.44,,
T,51.70712,5.34758,3,328.2,39.286,11.79,,
T,51.70721,5.3475,3,331.2,39.297,11.44,,
T,51.7073,5.34741,2.7,328.2,39.309,11.79,,
T,51.70738,5.34733,2.4,328.2,39.32,10.48,,
T,51.70747,5.34724,2.1,328.2,39.331,11.79,,
T,51.70756,5.34715,1.9,328.2,39.343,11.79,,
T,51.70765,5.34706,1.7,328.2,39.355,11.79,,
T,51.70795,5.34675,3.3,327.4,39.395,39.66,,
T,51.70828,5.34641,4,327.4,39.438,43.59,,
T,51.70831,5.34638,3.3,328.2,39.442,3.93,,
T,51.7084,5.34628,2.1,325.5,39.454,12.17,,
T,51.70843,5.34625,1.8,328.2,39.458,3.93,,
T,51.7085,5.34618,1.3,328.2,39.467,9.17,,
T,51.70858,5.3461,1,328.2,39.478,10.48,,
T,51.70868,5.34599,1.2,325.7,39.491,13.48,,
T,51.70884,5.34582,1.8,326.6,39.513,21.33,,
T,51.70895,5.3457,2.2,325.9,39.528,14.78,,
T,51.7091,5.34556,2.8,330,39.547,19.29,,
T,51.70932,5.34533,3.1,327.1,39.576,29.19,,
T,51.70934,5.34531,3.1,328.2,39.579,2.62,,
T,51.70941,5.34523,3,324.7,39.588,9.55,,
T,51.7098,5.34483,3.7,327.6,39.64,51.45,,
T,51.70986,5.34476,3.9,324.1,39.648,8.24,,
T,51.70995,5.34466,4,325.5,39.66,12.17,,
T,51.71003,5.34457,4,325.1,39.671,10.86,,
T,51.7103,5.34429,4,327.3,39.707,35.74,,
T,51.71067,5.34391,4,327.5,39.755,48.83,,
T,51.71068,5.34389,4,308.9,39.757,1.77,,
T,51.71076,5.3438,4,325.1,39.768,10.86,,
T,51.71103,5.34352,4,327.3,39.804,35.74,,
T,51.71155,5.34298,4,327.2,39.873,68.85,,
T,51.71163,5.3429,4,328.2,39.883,10.48,,
T,51.71182,5.3427,4,326.9,39.908,25.26,,
T,51.71199,5.34252,4,326.7,39.931,22.64,,
T,51.71217,5.34233,4,326.8,39.955,23.95,,
T,51.71226,5.34224,4,328.2,39.967,11.79,,
T,51.71236,5.34213,4,325.7,39.98,13.48,,
T,51.71245,5.34204,4,328.2,39.992,11.79,,
T,51.71262,5.34186,4,326.7,40.015,22.64,,
T,51.71273,5.34175,4,328.2,40.029,14.41,,
T,51.71282,5.34166,4,328.2,40.041,11.79,,
T,51.71292,5.34155,4,325.7,40.054,13.48,,
T,51.71301,5.34145,4,325.5,40.067,12.17,,
T,51.7131,5.34136,4,328.2,40.078,11.79,,
T,51.71319,5.34127,4,328.2,40.09,11.79,,
T,51.71335,5.34109,4,325.1,40.112,21.72,,
T,51.71355,5.34089,4,328.2,40.138,26.2,,
T,51.71364,5.3408,4,328.2,40.15,11.79,,
T,51.71373,5.3407,4,325.5,40.162,12.17,,
T,51.71382,5.34061,4,328.2,40.174,11.79,,
T,51.71399,5.34043,4,326.7,40.196,22.64,,
T,51.71408,5.34034,4,328.2,40.208,11.79,,
T,51.71426,5.34015,4,326.8,40.232,23.95,,
T,51.71435,5.34005,4,325.5,40.244,12.17,,
T,51.71445,5.33995,4,328.2,40.257,13.1,,
T,51.71453,5.33986,4,325.1,40.268,10.86,,
T,51.71462,5.33977,4,328.2,40.28,11.79,,
T,51.71472,5.33967,4,328.2,40.293,13.1,,
T,51.71481,5.33958,4,328.2,40.305,11.79,,
T,51.7149,5.33949,4,328.2,40.317,11.79,,
T,51.71499,5.3394,4,328.2,40.329,11.79,,
T,51.71507,5.33931,4,325.1,40.339,10.86,,
T,51.71509,5.3393,4,342.8,40.342,2.33,,
T,51.71526,5.33911,4,325.3,40.365,23.03,,
T,51.71535,5.33901,4,325.5,40.377,12.17,,
T,51.71545,5.3389,4,325.7,40.39,13.48,,
T,51.71561,5.33872,4,325.1,40.412,21.72,,
T,51.71571,5.33861,4,325.7,40.426,13.48,,
T,51.71579,5.33852,4,325.1,40.436,10.86,,
T,51.71588,5.33842,4,325.5,40.449,12.17,,
T,51.71597,5.33831,4,322.9,40.461,12.57,,
T,51.71614,5.33811,4,323.9,40.485,23.43,,
T,51.71622,5.33801,4,322.2,40.496,11.27,,
T,51.71635,5.33785,4,322.7,40.514,18.21,,
T,51.71658,5.33758,4,324,40.546,31.67,,
T,51.71662,5.33752,4,317.1,40.552,6.08,,
T,51.71689,5.33717,4,321.2,40.59,38.57,,
T,51.71697,5.33707,4,322.2,40.602,11.27,,
T,51.71715,5.33684,4,321.6,40.627,25.57,,
T,51.71723,5.33673,4,319.6,40.639,11.71,,
T,51.71738,5.33652,4,319.1,40.661,22.12,,
